Date,Open,High,Low,Close,Adj Close,Volume
2023-04-26,381.119995,381.500000,370.679993,376.269989,373.146301,3161200
2023-04-27,391.260010,398.529999,380.769989,390.350006,387.109406,4981300
2023-04-28,398.000000,404.309998,392.510010,395.859985,392.573669,5349000
2023-05-01,397.260010,407.350006,392.260010,405.809998,402.441071,4091100
2023-05-02,407.000000,411.540009,399.260010,404.200012,400.844482,3884600
2023-05-03,415.029999,434.200012,414.309998,431.190002,427.610352,10129800
2023-05-04,431.450012,432.700012,425.220001,428.440002,424.883179,4070700
2023-05-05,428.100006,431.269989,424.559998,427.809998,424.258423,2752900
2023-05-08,426.200012,435.000000,423.000000,432.720001,429.127655,2478600
2023-05-09,431.769989,435.600006,428.049988,428.380005,424.823700,2601600
2023-05-10,426.059998,438.390015,426.059998,435.920013,432.301117,2766300
2023-05-11,436.700012,436.850006,431.119995,435.549988,431.934143,2595900
2023-05-12,440.160004,445.540009,434.420013,434.429993,431.944122,3938400
2023-05-15,435.369995,436.000000,430.670013,434.510010,432.023682,2234800
2023-05-16,434.200012,438.480011,430.660004,436.649994,434.151398,2128800
2023-05-17,438.799988,438.950012,432.730011,437.470001,434.966736,2274200
2023-05-18,436.510010,439.519989,433.589996,437.890015,435.384338,2268100
2023-05-19,439.000000,447.510010,439.000000,442.380005,439.848633,3442800
2023-05-22,444.309998,454.950012,432.390015,433.989990,431.506622,4398000
2023-05-23,432.920013,435.890015,421.510010,423.209991,420.788300,4492100
2023-05-24,424.000000,428.959991,420.260010,425.769989,423.333649,3133000
2023-05-25,426.380005,428.200012,419.799988,427.309998,424.864838,2882200
2023-05-26,424.899994,431.670013,423.670013,425.790009,423.353577,2338400
2023-05-30,423.790009,428.730011,422.059998,427.239990,424.795258,2595700
2023-05-31,427.000000,430.559998,424.010010,429.459991,427.002563,3950900
2023-06-01,430.269989,436.790009,428.130005,436.489990,433.992310,2914400
2023-06-02,439.959991,444.700012,436.779999,442.329987,439.798920,2498700
2023-06-05,443.000000,447.799988,441.709991,444.260010,441.717896,2113800
2023-06-06,447.829987,448.869995,440.019989,443.070007,440.534698,1495300
2023-06-07,440.200012,446.690002,435.679993,436.369995,433.873016,2458300
2023-06-08,435.880005,447.470001,432.339996,445.660004,443.109894,2040300
2023-06-09,449.299988,449.299988,442.600006,446.040009,443.487701,2082000
2023-06-12,446.149994,446.989990,438.679993,445.309998,442.761871,2566600
2023-06-13,443.670013,447.399994,442.250000,445.720001,443.169495,1766300
2023-06-14,444.290009,448.779999,443.540009,447.720001,445.158081,2163300
2023-06-15,448.000000,456.579987,447.690002,453.929993,451.332520,2287100
2023-06-16,455.799988,456.980011,447.500000,447.709991,445.148102,4295100
2023-06-20,445.859985,454.880005,445.109985,451.950012,449.363861,2506300
2023-06-21,454.500000,455.339996,450.209991,453.000000,450.407867,2347500
2023-06-22,455.000000,462.260010,453.820007,457.679993,455.061066,2912500
2023-06-23,457.000000,460.010010,452.320007,458.839996,456.214417,4832100
2023-06-26,465.260010,465.260010,448.920013,452.760010,450.169250,3214700
