Date,Open,High,Low,Close,Adj Close,Volume
2023-04-26,295.429993,295.970001,287.079987,288.070007,280.622162,4037400
2023-04-27,288.000000,294.709991,287.799988,293.929993,286.330658,3133600
2023-04-28,293.769989,300.820007,293.380005,300.540009,292.769745,4062300
2023-05-01,298.980011,299.559998,297.369995,297.700012,290.003204,2970000
2023-05-02,298.440002,298.670013,291.049988,294.279999,286.671600,3413200
2023-05-03,294.559998,298.760010,292.500000,293.079987,285.502594,2743400
2023-05-04,292.720001,294.589996,285.329987,285.750000,278.362122,4422500
2023-05-05,287.170013,290.869995,286.100006,289.619995,282.132111,3806300
2023-05-08,289.000000,289.839996,284.440002,287.929993,280.485779,3736500
2023-05-09,286.170013,291.059998,285.760010,290.579987,283.067261,2570000
2023-05-10,291.709991,293.570007,285.920013,289.029999,281.557312,3571000
2023-05-11,288.739990,289.450012,285.019989,287.690002,280.252014,3859700
2023-05-12,288.000000,290.970001,287.450012,290.470001,282.960144,3436100
2023-05-15,289.920013,290.920013,286.940002,288.540009,281.080017,5353600
2023-05-16,281.750000,286.089996,277.089996,282.329987,275.030518,12362100
2023-05-17,282.149994,294.049988,281.209991,292.390015,284.830505,7956900
2023-05-18,292.649994,295.929993,291.600006,295.160004,287.528839,4547000
2023-05-19,295.760010,295.760010,289.950012,290.880005,283.359528,4469900
2023-05-22,290.730011,292.989990,288.079987,290.660004,283.145203,3736200
2023-05-23,289.279999,297.769989,289.279999,294.940002,287.314575,5352200
2023-05-24,297.369995,297.519989,290.179993,291.100006,283.573853,4978200
2023-05-25,291.790009,291.790009,286.059998,286.750000,279.336273,5355900
2023-05-26,287.000000,293.299988,285.690002,292.829987,285.259064,4626100
2023-05-30,293.279999,294.450012,288.950012,292.399994,284.840240,5193300
2023-05-31,289.589996,290.000000,281.959991,283.450012,278.109497,18288800
2023-06-01,284.049988,289.220001,279.980011,288.390015,282.956390,4305100
2023-06-02,290.649994,296.209991,289.720001,295.940002,290.364166,4514600
2023-06-05,295.619995,295.720001,291.369995,293.100006,287.577667,3028800
2023-06-06,291.820007,296.920013,291.649994,296.000000,290.423004,2855400
2023-06-07,297.309998,302.200012,297.109985,301.700012,296.015625,4842700
2023-06-08,302.160004,305.450012,300.790009,301.089996,295.417114,3757300
2023-06-09,300.980011,301.429993,296.100006,297.350006,291.747559,3485800
2023-06-12,298.399994,302.609985,297.649994,300.859985,295.191406,4456600
2023-06-13,302.399994,304.119995,298.670013,300.079987,294.426117,4043400
2023-06-14,300.989990,302.549988,295.630005,299.709991,294.063110,4176000
2023-06-15,300.839996,303.429993,299.579987,302.019989,296.329559,4109700
2023-06-16,304.339996,305.980011,300.140015,300.380005,294.720459,10808400
2023-06-20,299.769989,302.750000,298.230011,301.410004,295.731079,3371100
2023-06-21,302.869995,303.570007,300.179993,300.700012,295.034454,2713300
2023-06-22,301.500000,302.829987,299.600006,301.179993,295.505402,3052000
2023-06-23,300.320007,302.320007,299.100006,300.809998,295.142365,8525900
2023-06-26,302.670013,309.209991,301.980011,307.890015,302.089020,4440100
2023-06-27,308.149994,315.459991,307.890015,313.739990,307.828766,5342500
2023-06-28,312.000000,312.940002,306.059998,306.510010,300.735016,4025600
2023-06-29,306.779999,308.130005,304.029999,307.820007,302.020294,3279700
2023-06-30,309.579987,311.429993,308.299988,310.640015,304.787170,3229900
2023-07-03,309.779999,311.399994,308.899994,310.019989,304.178833,1483300
2023-07-05,310.500000,312.299988,309.989990,310.799988,304.944153,2496000
2023-07-06,306.839996,307.980011,301.540009,302.019989,296.329559,4828300
2023-07-07,301.989990,305.630005,300.890015,302.809998,297.104675,2951100
2023-07-10,303.200012,310.529999,303.200012,310.279999,304.433960,3246700
2023-07-11,312.910004,314.570007,310.739990,313.660004,307.750275,2913800
2023-07-12,316.309998,321.260010,316.010010,317.519989,311.537537,5300500
